"nature","section","section2","section3","comite"
"MCF","25","","","Etienne Matheron (président du comité)
Chafika Djelal Dantec
Pascal Lefevre
Baptiste Calmes
Fabrice Derrien
François Maeght
Catelin Badea
Gilles Lancien
Emmanuel Russ
Isabelle Chalendar
Sophie Grivaux
Antonin Prochazka

(voir aussi http://www.univ-artois.fr/L-universite/Recrutements/Recrutement-de-professeurs-et-maitres-de-conferences-session-2015)"
"MCF","25","","","Anton Alekseev
Sylvie Benzoni
Margherita Disertori
Johannes Kellendonk (président)
Claude-Alain Pillet
Thomas Strobl
Anne Moreau
Anne Pichereau
Francoise Truc
Bruno Vallette
Fabien Vignes-Tourneret
Frierich Wagemann"
"PR","25","26","","Présidente G. Raugel
Extérieurs M.-C. Arnaud, Y. Brenier, C. Donati-Martin, I. Gallagher, 
A. Pasquale, B. Rémy, V. Rivoirard.
Intérieurs J.-B. Bost, C. Breuil, S. Crovisier, C. Giraud, F. Lagoutière,
J. Merker."
"MCF","27","","","Régin, Jean-Charles
Montagnat, Johan
Baude, Françoise
Germain-Renaud, Cécile
Pacitti, Ester
Pierson, Jean-Marc
Corby, Olivier
Pasquier, Nicolas
Faron, Catherine
Caron, Eddy
Maigne, Lydia
Lopes, Stéphane"
"MCF","26","","","Estelle Iacona (présidente)
Frédéric Abergel
Matthew Blaschko
Gilles Faÿ
Ludovic Goudenège
Erick Herbin
Estelle Kuhn
Sophie Laruelle
Gilles Pagès
Franck Richecoeur"
"MCF","26","","","\N"
"MCF","26","","","BOUABDALLAH Abdelmadjid, Université de Technologie de Compiègne
LIMNIOS Nikolaos, Université de Technologie de Compiègne
AZAIEZ Mejdi, Institut Polytechnique de Bordeaux
GERBEAU Jean-Frédéric, INRIA - Rocquencourt
HECHT Frédéric, Université Pierre et Marie Curie Paris 6 -&gt; Président
PALOMO DEL BARRIO Elena, ENSAM - Bordeaux
MARTIN Vincent, Université de Technologie de Compiègne
EL HAJJ Ahmad, Université de Technologie de Compiègne
BARANGER Thouraya, Université Claude Bernard Lyon 1
EL ALAOUI-LAKHNAI Linda, Université Paris 13
LOHRENGEL Stéphanie, Université de Reims Champagne-Ardenne
RAPETTI-GABELLINI Francesca, Université de NiceSophiaAntipolis"
"MCF","26","","","\N"
"MCF","25","26","","Président Pascal Auscher
Extérieurs D. Cordero, I. Gallagher, D. Grebenkov, S. Grivaux, E. Miot, 
E. Ouhabaz.
Intérieurs G. David, A. Durand, P. Gérard, L. Moonens, J. Smulevici."
"MCF","16","26","","Baeyens, Céline
Barbillon, Pierre
Boumaza, Rachid
Chatard, Armand
Darnon, Céline
Gégout-Petit, Anne
Henrich, Nathalie
Letué, Frédérique
Mazens, Karine
Muller, Dominique
Samson, Adeline
Schwartz, Jean-Luc
Ycart, Bernard
Yzerbyt, Vincent"
"MCF","25","26","","Philippe Maisonobe (président)
Indira Chatterji
Marjolaine Puel
Claude Sabbah
Emmanuel Hebey
Frédéric Rousset
Christine Tulot
Oana Ivanovici
Stéphane Junca
Marie Doumic
Camille Plénat
Yoan Offret

Voir http://unice.fr/universite/travailler-a-luniversite/recrutements/recrutements-des-maitres-de-conferences-et-des-professeurs-duniversite-1/telechargement/comite-de-selection/cds-id248."
"MCF","25","","","Claire Amiot                    
Michelle Bucher-Karlsson        
Cinzia Casagrande               
Pierre Dehornoy                 
Frédéric Faure                  
Elise Fouassier                 
Damien Gayet                    
Christophe Leuridan             
Julien Maubon                   
Greg McShane                    
Grégory Miermont                
Vincent Millot                  
Hervé Pajot                     
Federico Pellarin               
Erwan Rousseau                  
Emmanuel Russ     "
"PR","26","","","Marie-Claude Arnaud
Christophe Biernacki
Delphine Blanke
Luc Dinh The
Pierre Druilhet
Véronique Maume-Deschamps
Jérôme Saracco
Christine Thomas-Agnan"
"MCF","27","","","\N"
"MCF","26","","","\N"
"MCF","27","","","PR Daniel ROCACHER, ENSSAT, IRISA (Président)
MC Thierry CHARTIER, ENSSAT, IRISA
MC Gwénolé LECORVÉ, ENSSAT, IRISA
MC Damien LOLIVE, ENSSAT, IRISA
MC Hélène JAUDOUIN, ENSSAT, IRISA

PR Georges DUMONT, ENS Rennes, IRISA
PR Sylvie GIBET, Université de Bretagne Sud, IRISA
PR Yannick ESTEVE, Université du Maine, LIUM
PR Béatrice DAILLE, Université de Nantes, LINA
MC Nathalie CAMELIN, Université du Maine, LIUM
MC Jean-Marc Odobez, IDIAP
MC Camille GUINAUDINEAU, Université Paris-Sud, LIMSI

source: https://ecm.univ-rennes1.fr/nuxeo/site/esupversions/ef8c4d92-ab4b-4630-b6b0-2633a900b120"
"MCF","27","","","\N"
"MCF","27","","","\N"
"MCF","27","","","Mr Jérôme Durand-Lose, PR, Université d&#039;Orléans
Mr Denys Duchier, PR, Université d&#039;Orléans
Mme Mirian Halfed Ferrari Alves, PR, Université d&#039;Orléans
Mme Catherine Julie-Bonnet, MCF, Université d&#039;Orléans
Mme Sophie Robert, MCF, Université d&#039;Orléans
Mr Lionel Martin, MCF, Université d&#039;Orléans

Mme Isabelle Tellier, PR, Université Paris 3
Mr Christian Perez, DR, INRIA
Mme Pascale Sébillot, PR, INSA Rennes
Mr Laurent d&#039;Orazio, MCF, Université de Clermont-Ferrand
Mr Benoit Favre, MCF Université d&#039;Aix-Marseille
Mme Veronika Peralta Costabel, MCF, Université de Tours

Source: http://www.univ-orleans.fr/sites/default/files/Universit%C3%A9/documents/recrutement/enseignant_chercheurs/27mcf0663.pdf"
"MCF","27","","","\N"
"PR","25","26","","membres locaux : 

DUPONT	Christophe (président)
PRAVDA-STAROV Karel
VU-NGOC	San
CHEVERRY Christophe
BEAUCHARD Karine

membres extérieurs :

NOURI	Anne
PERELMAN Galina
LANNES	David
ROUSSET	Frédéric
GREBERT	Benoit"
"MCF","27","","","\N"
"MCF","26","60","","Thierry Colin
Pierre Lubin
Luc Mieussens
Serge Huberson
Stéphanie Salmon
Marjolaine Puel
Cécile Dobrzynski
Héloise Beaugendre
Olivier Caty
Maya de Buhan
Florence Hubert
Patricia Cathalifaud"
"MCF","70","25","26","Ginestié Jacques (PR)
Assude Teresa (PR)
Gues Olivier (PR)
Matheron Yves (PR)
Coulange Lalina (PR)
Durand-Guerrier Viviane (PR)
Lozi René (PR)
Butlen Denis (PR)
Chatoney Marjolaine (MCF)
Artaud Michèle (MCF)
Mossé Brigitte (MCF)
Zarouf Rachid (MCF)
Coppé Sylvie (MCF)
Vandebrouck Fabrice (MCF)
Chaachoua Hamid (MCF)
Trgalova Jana (MCF)
"
"PR","26","","","Membres appartenant à l&#039;établissement : 
-M. Lange Jean-Marc, PR70, laboratoire CIVIC (EA 2657)
-M. Lebaudy Philippe (président), PR28, laboratoire LPBS (UMR 6270)
-Mme Lecamp Laurence, PR31, laboratoire LPBS (UMR 6270)
-M. Lescot Paul, PR26, laboratoire LMRS (UMR 6085)
-M. Tahraoui Rabah, PR26, laboratoire LMRS (UMR 6085)

Membres n&#039;appartenant pas à l&#039;établissement : 
-Mme Abboud-Blanchard Maha, PR26 (Université de Cergy-Pontoise), laboratoire LDAR (EA 4434)
-M. Bronner Alain, PR26 (Université de Montpellier), laboratoire LIRDEF
-Mme de Hosson Cécile, PR26 (Université Paris Diderot), laboratoire LDAR (EA 4434)
-Mme Durand-Guerrier Viviane, PR26 (Université de Montpellier), laboraoire IMMI3 (UMR 5149)
-Mme Ouvrier-Buffet Cécile, PR26 (Université de Reims), laboratoire CEREP (EA 4692)"
"MCF","61","6","26","Brotcorne Luce
Broze Laurence
Dabo Sophie
Goncalves Gilles
Jougleux Serge
Keller Mikaela
Kilani Moez
Nouaouri Issam"
"MCF","26","","","Membres intérieurs rang A : Patrizia Donato, Ionut Danaila, Claude Rozé, Léo Glangetas
Membres extérieurs rang A : Frédéric Nataf, Edwige Godlewski, Claire Chainais-Hillairet
Membres intérieurs rang B : Sorin Mardare, Olivier Guibé, Christine Richard
Membres extérieurs rang B : Thierry Dubois, Daniela Capatina, Philippe Karamian, Marcela Szopos"
"PR","27","","","\N"
"MCF","26","","","

Interne
PR : Raphaël Cerf, Nicolas Curien, Pascal Massart (président)
MCF : Maxime Février, Édouard Maurel-Segala, Arvind Singh

Externe
PR : Catherine Donati-Martin, Nathanael Enriquez, Anne Estrade
MCF : Anne-Laure Basdevant, Bénédicte Haas, Amandine Veber"
"PR","25","26","","\N"
"MCF","25","26","","Membres locaux

J.-B. Caillau
G. DIto
R. Ghezzi
C. Klein
P. Rossi
P. Schauenburg (président)

Membres extérieurs 

S. Abenda
T. Grava
A. Kazeykina
J. Novak
H. Samtleben
C. Scheid"
"MCF","26","","","\N"
"PR","25","26","","P. Alart
J. Chopineau
D. Di Pietro
R. Herbin
M. Herzlich
F. Lebon
C. Le Gal La Salle
K. Weiss 
"
"MCF","26","","","Benoit Kloeckner,  UMR 8050, UPEC 				
Brigitte Grugeon-Allys, ESPE-UPEC, LDAR (EA 4344)
Lalina Coulange, ESPE-Université de Bordeaux 4, LACES (EA  4140)
Denis Butlen, ESPE-université de Cergy-Pontoise, LDAR (EA 4344)
Nathalie Sayac, ESPE-UPEC, LDAR (EA 4344)
Julie Horoks, ESPE-UPEC, LDAR (EA 4344)
Fabien Emprin, université de Reims Champagne Ardenne  ESPé, GERPEF
Jean-philippe Georget, université de Caen-ESPé, CERSE (EA965)
"
"PR","26","","","Jean Bertoin
Stéphane Boucheron
Olivier Catoni
 Djalil Chafai
Arnak Dalalyan
Anne-Laure Fougères
Christophe Garban
Véronique Maume-Deschamps
Elisabeth Mironescu
Anne Philippe
Patricia Reynaud-Bouret
Christophe Sabot"
"MCF","25","","","Valeria Banica
Christian Blanchet
Nicolas Burq
Pierre-Henri Chaudouard
Alessandro Chiodo
Maria Chlouveraki
Jean-François Dat
Régis De La Breteche
Isabelle Gallagher
Catherine Gille
Mathilde Herblot
Florent Jouve
Christophe Lacave
Séverine Leidwanger
Francesco Lemma
Catriona Maclean
Emmanuel Peyre
Vincent Pilloni
Andrea Solotar
Boban Velickovic"
"PR","26","","","Membres locaux: 

Arnaud Le Ny (Président)
Raphaël Danchin
Colette Guillopé
Stéphane Jaffard

Membres extérieurs:

Cristina Butucea
Anne Estrade
Nicolas Fournier
Eva Löcherbach
Florent Malrieu "
"MCF","26","","","Intérieurs
PR : Olivier Raimond, Antoine Chambaz, Cécile Durot
MdC : Laurent Ménard, Mélanie Zetlaoui, Thierry Dumont
Extérieurs
PR : Catherine Matias, Thierry Lévy, Céline Levy Leduc
MdC : Mohamed Hébiri, Emmanuelle Cautherat, Béatrice de Tillière"
"MCF","26","","","Anne-Laure Basdevant
Charles Bordenave
Djalil Chafaï 
Nicolas Fournier
Massimiliano Gubinelli
Nadine Guillotin-Plantard
François Huveneers 
Eva Locherbach
Sandrine Péché
Pierre Tarres 
"
"MCF","26","27","","Membres internes
Patrick GALLINARI, PR
Ludovic DENOYER, PR
Agathe GUILLOUX, MCF
Arnaud GUYADER, PR
Marie-Jeanna LESOT, MCF
Yvon MADAY, PR
Etienne ROQUAIN, MCF 
Benjamin STAMM, MCF

Membres externes
Massih-Reza AMINI, PR
Anne AUGER, CR
Stéphan CLEMENCON, PR
Maya DE BUHAN, CR
Ahlame DOUZAL, MCF
Gersende FORT, DR
Fabienne JEZEQUEL, MCF
Fabrice ROSSI, PR"
"PR","26","","","internes :
Jean-Pierre Raymond (président)
Pierre Bousquet 
Patrick Laborde
Francois Malgouyres
Dominikus Noll

externes :
Assia Benabdallah 
Maitine Bergounioux
Laure Blanc-Feraud
Stephanie Salmon
Filippo Santambrogio "
"PR","27","","","\N"
"MCF","26","","","Antoine Ayache
Christophe Biernacki
Pierre Calka
Djalil Chafaï
Jean-François Coeurjolly
Myriam Fradon
Armelle Guillou
Serge Iovleff (vice-président)
Julie Josse
Aldéric Joulin
Ahmed Kebaier
Mylène Maïda (présidente)
Laurence Marsalle
Emeline Schmisser
Marie-Luce Taupin
Nicolas Wicker"
"MCF","26","","","membres extérieurs: 

Maïtine Bergounioux 
Sophie Dabo-Niang 
Brigitte Chauvin 
Denis Villemonais
Daniel Gourion
Céline Vial

membres locaux:

Alexandre Cabot
Jean-Baptiste Caillau
Abdessamad Barbara
Camélia Goga-Cardot
Olivier Couture
Samuel Herrmann"
"MCF","26","","","Fadoua Balabdaoui
Ismael Castillo
Sophie Donnet
Simon Lacoste-Julien
Adeline Leclercq-Samson
Gabriel Peyre
Patricia Reynaud-Bouret
Vincent Rivoirard
Judith Rousseau
Robin Ryder"
"MCF","27","","","\N"
"MCF","27","","","Yamine Aït Ameur
Jean-Paul Bodeveix
Xavier Crégut
Joseph Gergaud
Aurélie Hurault
Marc Pantel

Pierre Castéran
Laure Gonnord
Olga Kouchnarenko
Régine Laleau
Dominique Méry
Catherine Parent-Vigouroux"
"PR","26","","","Membres externes:
COMTE Fabienne
HOFFMAN Marc
LAURENT-BONNEAU Béatrice
BUTUCEA Cristina


Membres internes:
LEPSKI Oleg
GOLUBEV Yuri
POMMERET Denys
CASTELL Fabienne
"
"MCF","25","26","","IFTIMIE Dragos (président)
DRUET Olivier
BENZONI-GAVAGE Sylvie
AUBRUN Guillaume
DUPAIGNE Louis
BADR Nadine
BAHOURI Hajer
BOLLEY François
MIRONESCU Elisabeth
SERFATY Sylvia
BERNICOT Frédéric
DE LA SALLE Mikael
LEMENANT Antoine
PETKOVA Violeta

(Voir http://www.univ-lyon1.fr/medias/fichier/membres-comites-2015-mcf_1426236351321-pdf)"
"MCF","26","","","Bruno Bouchard
Pierre Cardaliaguet
Peter Tankov
Agnès Sulem
Zorana Grbac
Christine Grün
Sophie Laruelle
Xiaolu Tan
"
"MCF","26","","","\N"
"MCF","25","","","Boris Adamczewski
Cécile Armana
Christine Bachoc
Stéphane Ballet
Gaëtan Chenevier
Marc Hindry
David Kohel (président)
Bertrand Lemaire
Camille Plenat
Anne de Roton
Joël Rivat
Vanessa Vitse"
"MCF","26","","","Albert Cohen (président)
Delphine Salort
Jérôme Le Rousseau
Antonin Chambolle
Astrid Decoene
Cindy Guichard
Quentin Merigot
Xavier Claeys"
"PR","25","26","","Membres locaux 

H.-R. Jauslin
N. Kitanine
C. Klein  (président) 


Membres extérieurs 
S. Abenda
A. de Bouard
E. Gourgoulhon
T. Grava
M. Haragus

"
"PR","25","","","Ausoni Christian
Boyer Pascal (président)
de Thelin Henri
Fresse Benoît
Hess Kathryn
Kahn Bruno
Nier Francis
Perelman Galina "
"MCF","26","","","Membres internes à l ECL :

Collège A

Martine Marion 
Jean-Jacques Sinou (président)
Grégory Vial


Collège B

Christophette Blanchet
Philippe Michel
François Musy

Membres externes à l ECL :

Collège A

Éric Bonnetier
Laurent Chupin
Simon Masnou
Annie Raoult

Collège B

Marion Darbas
Pauline Klein
Madalina Petcu
Yannick Privat "
"MCF","27","","","Bruno MARTIN
Michel RIVEILL
Guillaume URVOY-KELLER
André-Luc BEYLOT
Isabelle CHRISMENT
Isabelle RYL
Christelle CAILLOUET
Joanna MOULIERAC
Lucile SASSATELLI
Thomas BEGIN
Katia JAFFRES-RUNSER
Pascal MERINDOL"
"MCF","26","","","Président F. Gamboa (UT3). Vice Président F. Panloup (INSA Toulouse)."
"MCF","25","26","","Membres extérieurs :

P. CASTILLON
M. DEFOSSEUX
D. GAYET
N. JUILLET
T. LEVY
I. LIOUSSE
A. ZUK



Membres locaux :

M. CAPITAINE
P. HAISSINSKY
P. LAURENÇOT (président)
L. MICLO
S. PETERMICHL
K. PAROUX
J. RAISSY

"
"MCF","26","","","\N"
"MCF","27","","","Samir LOUDNI (MC), IUT de Caen
Arnaud LALLOUET (PR), UFR Sciences
Bruno CREMILLEUX (PR), UFR Sciences
Bertrand CUISSART (MC), IUT de Caen
Laurent JEANPIERRE (MC), IUT de Caen

Christine SOLNON (PR), INSA de Lyon
Céline ROUVEIROL (PR), Université Paris 13
Christel VRAIN (PR), Université d&#039;Orléans
Mireille DUCASSE (PR), INSA de Rennes
Mohammed MSAAD (PR), ENSI Caen
Charlotte TRUCHET (MC), Université de Nantes
Elisa FROMONT (MC), Université de Saint-Etienne
Martine LEONARD (MC), Université de Rouen
Nicolas MEGER (MC), , IUT d&#039;Annecy, Université de Savoie"
"PR","25","","","\N"
"MCF","26","","","Membres locaux:
Hélène Barucq, Présidente
Pascal Bruel
Jacques Giacomoni
Vincent Perrier
Philippe Poncet
Walter Tinsson

membres extérieurs:
Christophe Berthon
Marianna Braza
Cécile Dobrzynski
Dany Escudié
Mario Ricchiuto
Marie-Hélène Vignal"
"MCF","27","","","LOCAUX
- Francis Alexandre, MdC
- François Charoy, PR (Président)
- Pascal Fontaine, MdC
- Gérald Oster, MdC
- Véronique Cortier, DR

EXTERIEURS
- Claire David, MdC Marne
- Marc Pantel, MCF Enseeiht Toulouse
- Sophie Quinton, CR Inria Grenoble
- Arnaud Durand, PR Paris 7, Logique
- Béatrice Bérard, PR UPMC, LIP6
- Catuscia Palamidessi, DR INRIA, LIX
- Sandrine Blazy, PR Rennes 1
"
"MCF","25","26","","\N"
"PR","25","","","Exterieurs

Christine Bachoc
Gerard Besson
Gilles Carron
Frederic Helein
Marc Herzlich
Alessandra Iozzi

Interieurs

Jean-Francois Barraud
Vincent Guedj
Peter Haissinsky (Pdt)
Jean-Pierre Otal
Bertrand Toen"
"PR","27","","","\N"
"PR","27","","","M. Fabre Jean-Charles     ENSEEIHT
Mme Garbay Catherine      CNRS
M. Henaff Patrick         Université de Lorraine
M. Lazard Sylvain         Inria
M. Marion Jean-Yves       Université de Lorraine
Mme Munier Alix           Université P. et M. Curie (Paris 6)
M. Petin Jean-François    Université de Lorraine
Mme Potop-Butucaru Maria  Université Pierre et Marie Curie (Paris 6)
Mme Puaut Isabelle        Université de Rennes 1
M. Song Ye-Qiong          Université de Lorraine
"
"PR","25","","","\N"
"MCF","26","","","Locaux :
FEJOZ Jacques
FROUVELLE Amic
LEWIN Mathieu
SALOMON Julien
TONON Daniela
TURINICI Gabriel

Extérieurs :
BOLLEY François
CALVEZ Vincent
CHARLES Frédérique
DALIBARD Anne-Laure
DELON Julie
MIOT Evelyne
"
"PR","26","","","ABRAHAM Romain
BARRAL Julien
CALKA Pierre
DHERSIN Jean-Stéphane (Président)
HALPERN Laurence
HU Yueyun
MILLET Annie
SAADA Ellen
ZAMBOTTI Lorenzo


Pour ce qui concerne les lettres de recommandation, merci de les faire déposer directement sur le serveur
https://www.math.univ-paris13.fr/applications/depot26/"
"MCF","26","70","","- TOURNÈS Dominique, PR 25, université de la Réunion (président)
- TUPIN Frédéric, PR 70, université de la Réunion
- KUZNIAK Alain, PR 26, université Paris-Diderot
- MORILLON Marianne, PR 25, université de la Réunion
- SARRAZY Bernard, PR 70, université Bordeaux II
- MARCHIVE Alain, PR 70, université Bordeaux II
- SIMON Jean, MCF 27, université de la Réunion
- MARTIN Yves, MCF 26, université de la Réunion
- PELLETIER Liliane, MCF 70, université de la Réunion
- GRENIER Denise, MCF 26, université Grenoble I
- HACHE Christophe, MCF 26, université Paris-Diderot
- VANDEBROUCK Fabrice, MCF 26, université Paris-Diderot"
"MCF","26","27","","Membres locaux:				
				
	1	M.	Garivier	Aurélien  (Président)
	2	Mme	Laurent-Bonneau	Béatrice
	3	M. 	Paulin	Mathias           (Vice-Président)
	4	Mme	Aussenac-Gilles	Nathalie
	5	M. 	Gerchinovitz	Sébastien
	6	M. 	Gendre	Xavier
	7	Mme 	Mouysset	Sandrine
	8	M. 	Serrurier	Mathieu
				
Membres extérieurs:				
				
	1	Mme	Donnet	Sophie
	2	M.	Boucheron	Stéphane
	3	M.	Jacques	Julien
	4	Mme 	Olteanu	Madalina
	5	M. 	Gaussier	Eric
	6	M. 	Piwowarski 	Benjamin
	7	Mme 	Bringay	Sandra
	8	Mme	Robardet	Céline
"
"PR","27","","","\N"
"PR","26","","","Membres locaux:

Christophe BESSE, Président
Radu IGNAT
Jérôme MONNIER
Claudia NEGULESCU
Jean-Michel ROQUEJOFFRE

Membres extérieurs

François ALOUGES
Yves COUDIERE
Céline GRANDMONT
Emmanuel GRENIER
Delphine SALORT

"
"PR","25","26","","Membres extérieurs

Christine Bachoc
Delphine Blanke (Présidente)
Pierre Calka
Françoise Dal&#039;Bo
Vincent Guirardel
Annie Raoult

Membres locaux

Francesco Amoroso
Christophe Dolabdjian
Éric Ricard 
Taoufik Sassi"
"PR","26","","","Membres Extérieurs,

Biermé  Hermine
Guillou Armel
Louhichi Sana
Rosembaum Mathieu

Membres de l&#039;Université du Maine,

Denis Laurent
Hamadène Said
Kleptsyna Marina
Matoussi Anis (Président)

"
"MCF","25","","","D. Barilari
J. Deserti
B. Fayad 
A. Avila
P. Bernard
S. Crovisier
L. Desideri
H. Eynard-Bontemps
J. Fejoz
L. Niederman
A. Rechtman
H.H. Rugh"
"PR","26","","","Clarisse Dhaenens
Benoit Fresse
Ali Gannoun
Céline Levy-Leduc
Julien Michel
Cristian Preda (Président)
Charles Suquet
Marguerite Zani"
"MCF","26","","","Stephane Boucheron 
Aurélie FISCHER
Christophe Giraud
Dominique Picard
Mathilde Mougeot
Patricia Reynaud-Bouret
Vincent Rivoirard
Gaiffas stephane
Sylvain Delattre
Tabea Rebafka
Bertrand Michel (suppléant)
Mathieu Rosenbaum (suppléant) "
"PR","26","","","Membres internes :

David Dos Santos Ferreira (président)
Marco Dozzi
Jérémy Faupin
Karim Ramdani
Kamel Smaili

Membres externes :

Hajer Bahouri
Virginie Bonaillie-Noël
Anne-Sophie Bonnet-Bendhia
Jérôme Le Rousseau
Édouard Oudet"
"MCF","25","26","","membres locaux : 

COSTABEL Martin (président)
CERVEAU	Dominique
SOUTO	Juan
GOUEZEL	Sebastien
GUERIN	Hélène
MARQUIS	Ludovic

membres extérieurs :

CARRON	Gilles
LE ROUX	Frédéric
ROESCH	Pascale
BROISE-ALAMICHEL Anne
JANVRESSE Elise
LIOUSSE	Isabelle"
"PR","25","","","\N"
"MCF","25","","","BERGERON Nicolas (president)

BOUCKSOM Sébastien
CHAROLLOIS Pierre
CHLOUVERAKI Maria
DAL&#039;BO Françoise
DAT Jean-François
DELORT Jean-Marc
DIVERIO Simone
GINOT Gregory
GRIVAUX Sophie
KLOPP Frédéric
KOURKOVA Irina
RICHE Simon
ROESCH Pascale
SCHRAEN Benjamin
ZVONKINE Dimitri"
"PR","25","","","\N"
"PR","25","","","E. Bouscaren
P. Debes
F. Hennecart
D. Markouchevitch
E. Mezzetti
L. Schneps
A. Virelizier
C. Zhang"
"MCF","26","","","Membres locaux

Gilles Durrieu(Président)
Evans Gouno
Emmanuel Frenod
Salim Lardjane
Jean-Marie Tricot

Membres extérieurs

Avner Bar-Hen
Jean-François Dupuy
Natacha Heutte
Myriam Maumy-Bertrand
Lioudmila Vostrikova

"
"PR","25","26","","BEAL Marie-Pierre
BUZZI Jérôme
CHEHAB Jean-Paul
DURAND Fabien (président)
FAN Ai-Hua
GOUBET Oliver
HEURTEAUX Yanick
VALLEE Brigitte"
"MCF","26","","","F. Boyer
V. Calvez
C. Cances
F. Charles
G. Chiavassa
F. Hubert
J. Liandrat
M. Marion
C. Poignard
C. Pouet "
