"nature","section","section2","section3","comite"
"MCF","25","","","Membres locaux

Michele Bolognesi
Cédric Bonnafé (président)
Pierre-Louis Montagard
Louise Nyssen
Boris Pasquier
Philippe Roche

Membres extérieurs

Pascal Boyer (Villetaneuse)
Anne-Sophie Kaloghiros (Londres)
Alberto Minguez (Jussieu)
Rosa-Maria Miro-Roig (Barcelone)
Alessandra Sarti (Poitiers)
Michela Varagnolo (Cergy-Pontoise)"
"MCF","25","26","","Membres locaux : 

François Béguin (président) 
Pascal Boyer 
Linda El Alaoui 
Bénédicte Haas 
Sébastien Li-Thiao-Té 
Philippe Marchal 
Francis Nier 
Bruno Vallette 

Membres extérieurs : 

Ramla Abdellatif 
Thomas Alazard 
Hélène Barucq 
Sébastien Boyaval 
Julie Delon 
Hélène Eynard-Bontemps 
Rachel Taillefer 
Pierre Tarrès 

Merci de déposer les lettres de recommandations sur le site https://www.math.univ-paris13.fr/applications/depot/    "
"MCF","27","","","Aubrun Nathalie
Bassino Frédérique
Bonzom Valentin
Choppy Christine
David Julien
Dubacq Jean-Christophe
Duchon Philippe
Fernique Thomas
Gardy Danième
Goaoc Xavier
Marcovici Irène
Petrucci Laure
Pilaud Vincent
Pivoteau Carine
Roupin Frédéric
Tanasa Adrian

"
"PR","26","","","Assia Benabdallah
Elisabeth Logak
Benoît Merlet
Gabriel Turinici
Laurence Halpern (présidente)
Olivier Lafitte
Philippe Souplet
Hatem Zaag"
"PR","26","","","Composition du comite : Comité de Sélection
Membres Paris Descartes
M. Florent BENAYCH-GEORGES 
Mme Anne ESTRADE   
Mme Chantal GUIHENNEUC-JOUYAUX

Membres Extérieurs
M. Romain ABRAHAM, université d&#039;Orléans
M. Thierry BODINEAU, CMAP
M. Pierre CALKA, université de Rouen
Mme Béatrice DE TILIERE, université Paris Est Créteil
Mme Catherine DONATI, université Versailles
M. Giambattista GIACOMIN, université Paris Diderot, Président
M. Thierry LÉVY, université Pierre et Marie Curie
Mme Sandrine PECHE, université Paris Diderot
M. Olivier RAIMOND, université Paris Ouest-Nanterre "
"MCF","25","","","Président: Thierry De Pauw (IMJ)

Ramona Anton (IMJ)
Diogo Arsénio (IMJ)
Patrick Bernard (ENS)
Zoé Chatzidakis (ENS)
Bassam Fayad (IMJ)
Krzysztof Kurdyka (Chambéry)
Xiangyu Liang (Lyon)
Vincent Millot (IMJ)
Lucy Moser (Dijon)
Julie Déserti (IMJ)
Maxime Wolff (IMJ)

"
"MCF","26","","","Cédric Boutillier
Thomas Duquesne
Nathanël Enriquez
Nathaël Gozlan
Yueyun Hu
Céline Labart
Vincent Lemaire
Thierry Lévy (président)
Ellen Saada
Michèle Soria
Marie Théret
Michèle Thieullen
"
"MCF","26","","","Externes :
Claire COIFFARD
Olivier LOPEZ
Anne RUIZ-GAZEN
Philippe SAINT PIERRE
Gwladys TOULEMONDE
Anne-Françoise YAO

Internes :
Jean BERARD
Jean-Luc DORTET
Laurent GARDES (Président)
Ségolen GEFFRAY
Armelle GUILLOU
Nicolas Juillet"
"MCF","26","70","","BRONNER Alain PU26 LIRDEF Université Montpellier
WAGNON Sylvain PU70 LIRDEF Université Montpellier
BRUGUIERE Alain PU25 IMAG Université Montpellier
GUEDJ Muriel MCF72 LIRDEF Université Montpellier
CHESNAIS Aurélie MCF26 LIRDEF Université Montpellier
LARGUIER Mirène MCF26 LIRDEF Université Montpellier
GRUGEON Brigitte PU26 LDAR Université Paris Est Créteil
OUVRIER BUFFET Cécile PU26 CEREP Université de Reims
RODITI Eric PR70 EDA Université Paris Descartes
MARGOLINAS Claire MCF70 ACTé Université Clermont Ferrand
BARRIER Thomas MCF26 LML Université d&#039;Artois
TRGALOVA Jana MCF26 S2HEP Université Lyon 1

"
"MCF","27","","","
Aubrun Nathalie
Bassino Frédérique
Bonzom Valentin
Choppy Christine
David Julien
Dubacq Jean-Christophe
Duchon Philippe
Fernique Thomas
Gardy Danième
Goaoc Xavier
Marcovici Irène
Petrucci Laure
Pilaud Vincent
Pivoteau Carine
Roupin Frédéric
Tanasa Adrian "
"MCF","26","","","Rang A :
Assia Benabdallah
Didier Bresch
Christine Dillmann
Sébastien Martin 
Stephanie Salmon
Gregory Vial

Rang B :
Benjamin Boutin
Vincent Calvez
Adrian Daerr
Bérénice Grec 
Marcela Szopos
Lisl Weynans"
"MCF","25","","","Membres locaux

Christophe Dupont
Sylvain Duquesne
Goulwen Fichou
Matthieu Romagny
Nicoletta Tchou (présidente)

Membres extérieurs

Michel Boileau (Marseille)
Georges Comte (Chambéry)
Christine Huyghe (Strasbourg)
Ann Lemahieu (Nice)
Isabelle Liousse (Lille)
Jean-François Mestre (Jussieu)
Marusia Rebolledo (Clermont-Ferrand)

"
"MCF","26","","","Djalil Chafaï
François Delarue
Giambattista Giacomin
Mylène Maïda
Régine Marchand
Mathieu Merle (président)
Ellen Saada
Justin Salez
Cristina Toninelli
Marie Théret"
"MCF","26","","","Stéphane Boucheron 
Fabienne Comte
Sylvain Delattre
Cécile Durot
Celine Duval 
Aurélie Fischer
Aurélien Garivier
Josselin Carnier
Bertrand Michel
Mathilde Mougeot"
"MCF","26","","","Membres extérieurs :

Antoine Ayache
Emmanuelle Clément
Loren Coquille
Cécile Durot
Cyril Labbé
Thierry Lévy
Vincent Rivoirard

Membres Locaux :

Béatrice de Tilière
Sophie Laruelle
Jacques Printems
Arnaud Le Ny
Rym Worms"
"PR","25","","","Membres extérieurs : 

HINDRY Marc
NIZIOL Wieslava
ROYER Emmanuel
WENDLAND Katrin

Membres internes :

DIMITROV Mladen
FRICAIN Emmanuel
GRITSENKO Valery
TIBAR Mihai


"
"PR","26","","","\N"
"PR","26","","","Jean-Marc Bardet
Patrice Cartraud
Frabice Gamboa
Jacques Levy-Vehel
Guillaume Moreau
Anthony Nouy
Anne Philippe
Clémentine Prieur
Anne Ruiz-Gazen

"
"MCF","26","","","Christophe  BIERNACKI	
Emmanuelle  COMETS	
Mounia      HOCINE	
Hélène      JACQMIN-GADDA	
Pierre      JOLY	
Karen       LEFFONDRE	
Pierre      NEUVIAL	
Jerome      SARRACO	
Rodolphe    THIEBAUT	
Pascale     TUBERT"
"PR","60","26","","\N"
"MCF","26","","","Nathalie Akakpo
Michel Broniatowski
Aurélie Fischer
Anne-Laure Fougères
Anne Gégout-Petit
Vincent Guigue
Agathe Guilloux
Arnaud Guyader (président)
Olivier Lopez
Anne Philippe
Mathieu Ribatet
Laurent Rouvière"
"MCF","70","26","","HERSANT Magali, CREN ESPE Nantes
GUEUDET Ghislaine ESPE UBO, CREAD
DUTERCQ Yves, CREN, U Nantes
ORANGE Christian Université Libre de Bruxelles, CREN
SAINT RAYMOND Xavier, Laboratoire de Mathématiques Jean LERAY, U. Nantes
OUVRIER-BUFFET Cécile CEREP, ESPE REIMS
CHALAK Hanaa, CREN, ESPE Nantes
VANDEBROUCK Fabrice , LDAR, univ Paris Diderot
LEBOUVIER Bruno, CREN, ESPE Nantes
BULF Caroline  LACES, ESPE Bordeaux
DOUSSOT Sylvain CREN, ESPE Nantes
BUENO-RAVEL Laëtitia CREAD ESPE UBO"
"MCF","26","27","","\N"
"MCF","27","","","Membres locaux
Chloé Athénosy-Rispal
Marie-Pierre Béal
Xavier Goaoc
Éric Incerti
Jean-Christophe Novelli
Carine Pivoteau

Membres extérieurs
Sylvie Corteel
Philippe Duchon
Florent Madelaine
Adeline Nazarenko
Vincent Pilaud
Sylvain Schmitz"
"MCF","25","","","Dat Jean-François (président)
Comte Myriam
Cordero Erausquin Dario
Oancea Alexandru
Ginot Gregory
Anton Ramona
Minerbe Vincent
Zvonkine Dimitri
Burq Nicolas
Dal&#039;bo Françoise
Roesch Pascale
Grivaux Sophie
Riche Simon
Schraen Benjamin
Shan Peng
Herblot Mathilde

Les lettres de recommandations peuvent être déposées sur le site http://concours.imj-prg.fr/ directement par leurs auteurs et avant le 1er Avril."
"MCF","26","","","PR:
Maïtine Bergounioux
Mourad Choulli
Bruno Desprès
Antoine Henrot (président)
Thierry Horsin
Laurent Thomann
MCF:
Maya de Buhan
Victorita Dolean
Simon Labrunie
Jimmy Lamboley
Wahiba Ramdane-Cherif
Julie Valein"
"MCF","26","","","\N"
"MCF","27","","","Membres externes :
Lélia Blin (MC, Univ. Évry, LIP6)
Gilles Dowek (DR, INRIA, LSV)
Carito Guziolowski (MC, École centrale de Nantes, IRCCyN)
Elham Kashefi (CR, CNRS, LTCI &amp; Assoc. Prof, Univ. Édimbourg)
Céline Robardet (PR, INSA-Lyon, LIRIS)
Nicolas Schabanel (DR, CNRS, IRIF)

Membres internes :
Clara Bertolissi (MC, Univ. Aix-Marseille, LIF)
Élisabeth Remy (CR, CNRS, I2M)
Jean-Marc Talbot (PR, Univ. Aix-Marseille, LIF)
Guillaume Theyssier (CR, CNRS, I2M)
Édouard Thiel ( PR, Univ. Aix-Marseille, LIF)
Yann Vaxès (PR, Univ. Aix-Marseille, LIF)  Pdt du comité
"
"PR","25","","","Dat Jean-François (président)
Mézard Ariane
Klopp Frédéric
Loeser François
Le Calvez Patrice
Chiodo Alessandro
Zinn-Justin Paul
Petermichl Stefanie
Livernet Muriel
Klingler Bruno
Chenevier Gaetan
Schiffmann Olivier
Welschinger Jean-Yves
Bernard Patrick

Les lettres de recommandations peuvent être déposées sur le site http://concours.imj-prg.fr/ directement par leurs auteurs et avant le 1er avril. "
"PR","25","","","Membres intérieurs: 

Bouchut	François
Cannone	Marco
Dujardin Romain 
Guédon Olivier
Merlevède Florence
Meyer Mathieu

Membres extérieurs:

Auscher	Pascal
Gravejat Philippe
Godefroy Gilles
Lemerdy Christian
Pène Françoise
Sabourau Stéphane
"
"PR","26","","","Locaux :

Sylvie Benzoni (PR, Université Claude Bernard Lyon 1)
Daniel Le Roux (PR, Université Claude Bernard Lyon 1)
Simon Masnou (PR, président, Université Claude Bernard Lyon 1, président)
Laetitia Paoli (PR, Université Jean Monnet Saint-Étienne)

Extérieurs :

Grégoire Allaire (PR, Polytechnique)
François Bouchut (DR CNRS, Université de Marne-la-Vallée)
Claire Chainais-Hillairet (PR, Université de Lille)
Raphaèle Herbin (PR, Université Aix - Marseille)
Pauline Lafitte (PR, École Centrale Paris)"
"PR","25","","","Locaux :

Boris Adamczewski (DR CNRS, Université Claude Bernard Lyon 1) 
Itaï Ben Yaacov (PR, Université Claude Bernard Lyon 1) 
Damien Gaboriau (DR CNRS, École Normale Supérieure de Lyon) 
Stéphane Gaussent (PR, Université Jean Monnet Saint-Etienne, président) 
Federico Pellarin (PR, Université Jean Monnet Saint-Etienne) 
Jean-Yves Welschinger (DR CNRS, Université Claude Bernard Lyon 1) 

Extérieurs :

Laurent Bessières (PR, Université de Bordeaux)
Emmanuel Breuillard (PR, Université Paris Sud) 
Vincent Colin (PR, Université de Nantes)
Thomas Delzant (PR, Université de Strasbourg)
Lucia Di Vizio (DR CNRS, Université de Versailles-St Quentin) 
Christian Mauduit (PR, Université Aix - Marseille) 
Ariane Mézard (PR, Université Pierre et Marie Curie) "
"PR","25","26","","\N"
"MCF","26","","","Jean-Patrick Baudry
Michel Broniatowski (président)
Benoit Cadre
Aurélie Fischer
Patrick Gallinari
Julie Josse
Adeline Leclerq Samson
Olivier Lopez
Bertrand Michel
Pierre Pudlo
Tabea Rebafka
Céline Vial
"
"MCF","26","","","Composition du comité de sélection sous réserve d&#039;acceptation du CA du 18/03 

Intérieurs

BENABDALLAH Assia (Présidente)
BOSTAN Mihaï (Vice-président)
HAMEL François

BAUZET Caroline
MONNIAUX Sylvie
PARINI Enea

Extérieurs

HARAGUS Mariana
LAGOUTIERE Frédéric
SMETS Didier

CHARLES Frédérique
KRELL Stella
VIGNAL Marie-Hélène

"
"PR","27","","","Mireille Blay Fornarino
Robert de Simone
Igor Litovsky
Bruno Martin
Frédérique Biennier
Régine Laleau
Maryline Laurent
François Pellegrini"
"PR","26","","","AMBROISE Christophe
BLANCHARD Gilles
BOULESTEIX Anne-Laure
CAUSEUR David
GLOTER Arnaud
HANCZAR Blaise
HUET Sylvie
LAURENT Béatrice
LEVY-LEDUC Céline
MENOZZI Stéphane
ROUSSEAU Judith
TAUPIN Marie-Luce
"
"MCF","26","","","Locaux :

Sylvie Benzoni (PR, Université Claude Bernard Lyon 1)
Simon Masnou (PR, Université Claude Bernard Lyon 1)
Grégory Vial (PR, École Centrale de Lyon, président)

Morgane Bergot (MCF, Université Claude Bernard Lyon 1 )
Louis Dupaigne (MCF, Université Claude Bernard Lyon 1)
Khaled Saleh (MCF, Université Claude Bernard Lyon 1)

Extérieurs :

Benoît Merlet (PR, Université de Lille)
Marjolaine Puel (PR, Université de Nice)
Stéphanie Salmon (PR, Université de Reims)
Jean-Paul Vila (PR, INSA Toulouse)

Xavier Claeys (MCF, Université Pierre et Marie Curie)
Marion Darbas (MCF, Université d&#039;Amiens)
Evelyne Miot (CR CNRS, Polytechnique)
Julie Valein (MCF, Université de Lorraine)
"
"PR","27","","","Externes
 Gilles Dowek
 Mathias Quoy
 Florence Sedes
 Clemence Magnien
 Alix Munier
 Bruno Cremilleux
 Sophie Rosset
Internes
 Jean-Yves Marion
 Sylvain Lazard, président
 Antoine Henrot
 Judith Sausse

http://www.loria.fr/comites-de-selection-2016"
"MCF","27","","","\N"
"MCF","25","","","Membres locaux

Nalini Anantharaman (présidente)
Vladimir Fock
Philippe Helluy
Sever Hirstoaga
Myriam Ounaïes
Sheila Sandon

Membres extérieurs

Frédéric Herau (Nantes)
Oana Ivanovici (Nice)
Alain Joye (Grenoble)
Stéphane Nonnenmacher (Orsay)
Nicolas Rougerie (Grenoble)
Françoise Truc (Grenoble)"
"PR","26","","","Biernacki Christophe
Gayraud Ghislaine
Gegout-Petit Anne
Guillou Armelle
Lejay Antoine
Mefire Séraphin
Poggi Jean-Michel
Rennesson Isabelle
Robin Stephane
Vallois Pierre"
"PR","26","","","membres locaux : 

Monique DAUGE,
Arnaud DEBUSSCHE,
Mihai GRADINARU (président)
Mohammed LEMOU

membres extérieurs : 

Hélène BARUCQ (Pau)
Bruno DESPRES (Paris 6)
Céline GRANDMONT (Paris)
Valérie PERRIER (Grenoble)"
