"nature","section","section2","section3","comite"
"MCF","25","","","Dat Jean-François (président)
Comte Myriam
Cordero Erausquin Dario
Oancea Alexandru
Ginot Gregory
Anton Ramona
Minerbe Vincent
Zvonkine Dimitri
Burq Nicolas
Dal&#039;bo Françoise
Roesch Pascale
Grivaux Sophie
Riche Simon
Schraen Benjamin
Shan Peng
Herblot Mathilde

Les lettres de recommandations peuvent être déposées sur le site http://concours.imj-prg.fr/ directement par leurs auteurs et avant le 1er avril. "
"MCF","27","","","Externes
 Anne Spalanzani
 Daniel Simon
 Sébastien Faucou
 Nathalie Mitton
 Laurence Hafemeister
 Salima Hassas
 Emmanuel Grolleau
Internes
 Claude Godart
 Yves Laprie, président
 Francis Colas
 Ye-Qiong Song
 Marion Gilson

http://www.loria.fr/comites-de-selection-2016"
"MCF","25","","","Dat Jean-François (président)
Comte Myriam
Cordero Erausquin Dario
Oancea Alexandru
Ginot Gregory
Anton Ramona
Minerbe Vincent
Zvonkine Dimitri
Burq Nicolas
Dal&#039;bo Françoise
Roesch Pascale
Grivaux Sophie
Riche Simon
Schraen Benjamin
Shan Peng
Herblot Mathilde

Les lettres de recommandations peuvent être déposées sur le site http://concours.imj-prg.fr/ directement par leurs auteurs et avant le 1er avril. "
"PR","25","","","Anne-Marie Aubert
Goulnara Arzhantseva
Alexander Bufetov
Pascal Hubert (président)
David Kohel
Laurent Meersseman
Yann Rollin
Erwan Rousseau
"
"PR","26","","","Anne Nouri
Céline Grandmont
Claire Chainais
Emmanuel Grenier
François Hamel
Mihaï Bostan
Olivier Guès
Thierry Colin

"
"MCF","25","26","","Internes :
Benoît Kloeckner, (Président)
Lingmin Liao,
Laurent Mazet,
Galina Perelman,
Thomas Richard,
Stéphane Sabourau
Externes :
Colette Anné (U. Nantes),
Laurent Hauswirth (Upem),
Fanny Kassel (U. Lille 1),
Alessandra Iozzi (ETH Zürich),
Franck Pacard (E. Polytechnique),
Séverine Rigot (U. Nice)."
"MCF","26","","","Francis Filbet (Univ. Toulouse 3, Président et contact du poste MCF)
----------------------------------------------------------------------
Vincent Calvez (CNRS, Lyon)
Patrick Cattiaux (Univ. Toulouse 3)
Guillemette Chapuisat (Aix-Marseille Univ. ) 
Fanny Delebacque (Univ. Toulouse 3)
Grégory Faye (CNRS, Toulouse)
Amaury Lambert (Univ. Paris 6)
Philippe Laurençot (CNRS, Toulouse)
Eva Locherbach (Univ. Cergy)
Cathy Maugis (INSA Toulouse)
Lionel Roques (INRA Avignon)
Michèle Thieullen (Univ. Paris 6)"
"MCF","25","","","Daniele FAENZI, président
Lucy MOSER-JAUSLIN
Peter SCHAUENBURG
Gioia VAGO
Paolo ROSSI
Emmanuel WAGNER
Anne PICHON
Frank LORAY
Olivier DEBARRE
Yann PALU
Catriona MACLEAN
Karine SORLIN"
"PR","25","","","Membres locaux

Marc Hindry (président)
Isabelle Gallagher 
Régis de la Bretèche
Jean-François Mestre

Membres extérieurs 

Christine Lescop (Grenoble)
Andrea Pulita (Grenoble)
Gaël Rémond (Grenoble)
Tanguy Rivoal (Grenoble)"
"MCF","25","","","\N"
"PR","25","","","-- Membres extérieurs

Régis de la Bretèche
Olivier Debarre 
Carlo Gasbarri
Bruno Klingler
Emmanuel Royer
Leila Schneps 


-- Membres locaux 

Pascal Autissier
Christine Bachoc
Karim Belabas
Olivier Brinon
Vincent Koziarz
Qing Liu


Attention: liste soumise à l&#039;approbation du conseil d&#039;administration de l&#039;université de Bordeaux.  "
"PR","25","",""," Membres extérieurs:

Anton Alekseev
Marta Mazzocco
Véronique Terras
Paul Zinn Justin 

 Membres locaux:

Nikolai Kitanine
Christian Klein
Lucy Moser-Jauslin
Peter Schauenburg"
"PR","25","","","Membres extérieurs

Gilles Carron (PR Nantes)
Philippe Eyssidieux (PR Grenoble)
Laurent Manivel (DR Marseille)
Colette Moeglin (DR Jussieu)
Claire Voisin (DR Jussieu)

Membres internes

Wolfgang Bertram
Pierre-Emmanuel Chaput
Benoît Daniel
Alain Genestier
Matei Toma (contact)
"
"MCF","26","","","PR - Schwer Sylviane (27)
PR - Roditi Eric (70, 26)
PR - Trouche Luc (26)
PR - Grugeon-Allys Brigitte (26)
MC - Haspekian Mariam (70)	
MC - Vivier Laurent (26)
MC - Horoks Julie (26)	
MC - Mounier Eric (26) - Président"
"PR","25","26","","Membres locaux

Christophe Breuil
François Charles
Sylvain Crovisier (président)
Nicolas Curien
Joël Merker
Frédéric Rousset
Filippo Santambrogio

Membres extérieurs

Anne-Marie Aubert (Jussieu)
Yann Brenier (Polytechnique)
Frédéric Campana (Nancy)
Catherine Donati-Martin (Versailles)
Pauline Godillon (Supelec)
Bertrand Remy (Polytechnique)
Stéphane Seuret (Créteil)"
"PR","27","","","BENNIS ZEITOUNI Karine
HUCHARD Marianne
LAVERGNE Christian
LE GRAND Bénédicte
RICHOMME Gwenaël
ROSSI Fabrice
SEEBOLD Patrice
VRAIN Christel

La composition de ce comité de sélection est aussi présentée sur le site de l&#039;Université Paul-valéry Montpellier 3 : 
http://www.univ-montp3.fr/index.php?option=com_content&amp;view=article&amp;id=276:emplois-de-maes-de-confnces-et-de-professeurs-des-universit&amp;catid=130&amp;Itemid=68%20pour%20confirmation

ou directement à l&#039;adresse : 

http://www.univ-montp3.fr/fiemanager/pers_Enseignants/comit%C3%A9s_PR_2016_maj_10_mars_2016.pdf"
"MCF","25","26","70","Thomas Barrier
Viviane Durand-Guerrier
Ghislaine Gueudet
Guillaume Jouve
Pascal Lefevre
Christine Mangiante
Anne-Cécile Mathé
Marc Moyon
Cécile Ouvrier-Buffet
Christine Proust 
Rossana Tazzioli
Thomas de Vittori"
"PR","26","","","Bernard De Meyer (Président)
Bernard Cornet
Annie Millet
Philippe Bich
Meglena Jeleva
Maria Gabriella Graziano
Sébastien Laurent
Stéphane Loisel"
"MCF","27","","","Sonia Ben Dhia
Pascal Berthomé
Patrice Bonhomme
Luc Bouganim
Jérémy Briffaut
Geneviève Jomier
Jean-François Lalande
Benjamin Nguyen
Veronika Peralta
Marie-Laure Potet"
"MCF","25","","","Locaux: 

Philippe Carmona (Président du comité)
Benoit Grébert
Xue-Ping Wang

Colette Anné
Frédéric Bernicot
Abdesslam Boulkhemair

Extérieurs:

Sandrine Grellier
Stefanie Petermichl
Raphaël Danchin

Thomas Alazard
Sylvie Monniaux
Anne-Sophie de Suzzoni"
"MCF","26","","","Composition du comite :  

Membres internes:
- Ouafae Benrabah
- Nicolas Chenavier
- Mabel Cuesta
- Joël Gest
- Bruno Massé
- Dominique Schneider

Membres externes:
- Gaëlle Chagny
- Sabine Evrard
- Laurent Gardes
- Valérie Girardin
- Jean-Baptiste Gouéré
- Elise Janvresse"
"PR","26","","","\N"
"MCF","26","","","R. Abraham
P. Andreoletti
A-L. Basdevant
N. Berglund
H. Biermé
P. Debs
A. Debussche
A. Devulder
M-D. Fall
E. Löcherbach
K. Raschel
M. Zani "
"PR","25","","","Membres extérieurs à l&#039;établissement
Gutt Simone
Pasquale Angela
Schauenburg Peter
Schlichenmaier Martin

Membres appartenant à l&#039;établissement
Aubry Evelyne
Bordemann Martin
Chevallier Nicolas
Dupuis Dominique
"
"MCF","26","","","RANG A INTERIEURS
Mathieu LEWIN (Président)
Gabriel PEYRE

RANG B INTERIEURS
Pierre LISSY
Daniela TONON

RANG A EXTERIEURS
Anne-Laure DALIBARD
Philippe GRAVEJAT

RANG B EXTERIEURS
Marianne BESSEMOULIN-CHATARD
Anne-Sophie DE SUZZONI"
"MCF","25","","","
Sara Checcoli
François Dahmani (président)
Martin Deraux
Philippe Eyssidieux
Damien Gayet
Anne Parreau
Andrea Pulita
Vanessa Vitse


Marcello Bernardara
Caroline Gruson
Peter Haïssinsky
Nicola Mazzari
Vincent Minerbe
Ludovic Riffort
Christophe Ritzenthaler
Anne Vaugon

"
"MCF","26","","","Membres locaux 
Nicolas	 GODET
Radu	 IGNAT
Philippe    LAURENCOT
Stefan	 LE COZ 
Mihai	 MARIS (Président)

Membres extérieurs 
Ramona	ANTON		(Université Paris VI)
Hajer	BAHOURI	(CNRS/Université Paris Est-Créteil)
Gilles	CARBOU		(Université de Pau)
Anne	DE BOUARD   (CNRS/Ecole Polytechnique)
Anna	KAZEYKINDA  (Université Paris Sud)
Simona	ROTA NODARI (Université de Bourgogne)
David	SANCHEZ 	(INSA Toulouse)"
"MCF","25","26","","Membres internes:

Fabien Durand
Sabine Evrard
Thomas Gauthier
Sophie Grivaux
Elise Janvresse
Frédéric Paccaut (président)

Membres externes :

Jérémie Brieussel
Jérôme Buzzi
Peggy Cénac
Benoît Saussol
Dominique Schneider
Sylvie Ruette"
"MCF","61","26","","\N"
"MCF","26","","","Composition du comité de sélection : 

Olivier Bokanowski
Christophe Chalons
Aline Lefebvre-Lepot
Marc Massot
Serge Nicaise
Claire Scheid

Rachida El Assoudi
Nicolas Forcadel
Natalie Fortier
Christian Gout
Adel Hamdi
Carole Le Guyader

"
"MCF","26","","","\N"
"MCF","26","","","Berthet Philippe
Bigot Jérémie
Garivier Aurélien (président)
Gégout-Petit Anne
Grusea Simona
Joulin Aldéric
Krell Nathalie
Lacour Claire
Merlevède Florence
Pellegrini Clément
"
"MCF","26","","","Extérieurs:
Nicolas Burq
Catarina Calgaro
Lucilla Corrias
Emmanuelle Crépeau
Martine Marion
Stéphanie Salmon

Locaux:
David Dos Santos Ferreira
Thomas Giletti
Julien Lequeurre
Régine Marchand
Séraphin Mefire
Frédéric Robert (pdt)"
"MCF","26","","","Membres extérieurs :
K. Beauchard
G. Chapuisat
A.-L. Dalibard
L. Dupaigne
M. Lewin
S. Mischler

Membres locaux :
F. Ammar Khodja
C. Armana
C. Delaunay
C. Donadello
L. Jeanjean
B. Saussereau

"
"MCF","26","","","Membres locaux

David Chataur
Jean-Paul Chehab (Président)
Olivier Goubet
Youcef Mammeri
Véronique Martin
Samuel Petite


Membres extérieurs

Caterina Calgaro
Frédérique Charles
Elisabeth Logak
Benoît Merlet
Madalina Petcu
Carole Rosier




"
"PR","26","","","Extérieurs

BARDET Jean-Marc
LAFITTE Pauline
LARAKI Rida
LIANDRAT Jacques
TAUPIN Marie-Luce

Locaux

BENKHALDOUN Fayssal
COURTAULT Jean-Michel
DHERSIN Jean-Stéphane
DIBOS Françoise (présidente)
LAFITTE Olivier 

"
"MCF","25","","","Tatiana Beliaeva,
Jean-Benoît Bost (Orsay),
Pascal Boyer (Villetaneuse),
Cecile Dartyge (Nancy),
Carlo Gasbarri,
Olivier Guichard (président),
Andreas Hoering (Nice),
Christine Huyghe,
Anne-Sophie Kaloghyros (Londres),
Rutger Noot
Gianluca Pacienza,
Marusia Rebolledo (Clermont-Ferrand)"
"MCF","27","","","

Membres locaux à létablissement :

Rang A	
Marie-Annick Galland (LMFA), Présidente
Liming Chen (LIRIS)
Stéphane Derrode (LIRIS)

Rang B
Céline Helbert (ICJ)
Emmanuel Dellandréa (LIRIS)
René Chalon (LIRIS)



Membres extérieurs à létablissement :

Rang A	
Mohand-Saïd Hacid (Univ. Lyon 1, LIRIS)
Thierry Pun (Univ. Genève, CVML)
Nikos Paragios (ECP, MICS)
Sophie Dupuy-Chessa (UPMF Grenoble 2)

Rang B
Hanene Azzag (Univ Paris 13, LIPN)
François Fleuret (EPFL, Idiap)
Muriel Visani (Univ. La Rochelle, L3I)
Mountaz Hascoët (Univ. Montpellier, LIRMM)"
"PR","26","","","Membres locaux 

Loïc Chaumont (Président)	
Eric Delabaere 	
Piotr Graczyk			
Claudine Landès-Devauchelle 
Lioudmila Vostrikova 	

Membres extérieurs 

Jean-Marc Bardet (Université Paris 1)
Alexandre Brouste (Université du Maine)	
Benoît Cadre (ENS Rennes)
Gersende Fort (Télécom ParisTech)	
Judith Rousseau (Paris Dauphine)
"
