"nature","section","section2","section3","comite"
"PR","27","","","
Membres internes à l'ECL :

CHEN Liming (PR - ECL)
DAVID Bertrand (PR - ECL)
GALLAND Marie-Annick (PR - ECL)
ICHCHOU Mohamed (PR - ECL)
VIAL Grégory (PR - ECL)

Membres externes à l'ECL :

BOURENANE Salah (PR - Ecole Centrale Marseille)
GARCIA Christophe (PR - INSA Lyon)
JURIE Frédéric (PR - Univ. Caen)
LAMBERT Patrick (PR - Polytech Annecy-Chambéry)
CAPLIER Alice (PR - INP Grenoble)
TRUCHETET Frédéric (PR - IUT Le Creusot)
"
"PR","27","","","Françoise Baude
Robert De Simone
Enrico Formenti
Johan Montagnat
Frédéric Desprez
Cécile Germain
Isabelle Ryl
Patrick Valduriez"
"MCF","26","70","","Arditi Sara (MCF, ESPE Aquitaine, Université de Bordeaux)
Castela Corine (MCF, ESPE académie de Rouen, Univ de Rouen)
Coulange Lalina (PU, ESPE Aquitaine, Université de Bordeaux)
Gueudet Ghislaine (PU, ESPE de Bretagne, Université Européenne de Bretagne)
Hache Christophe (MCF, Université Paris Diderot)
Hartmann Andreas (PU, ESPE Aquitaine, Université de Bordeaux)
Lhoste Yann (MCF, ESPE Aquitaine, Université de Bordeaux)
Winsløw Carl (PU, Université de Copenhagen)"
"MCF","26","","","\N"
"PR","25","26","","\N"
"MCF","26","","","Diogo Arsenio (Paris Diderot)
Maya de Buhan (Paris Descartes)
Sébastien Martin (Paris Descartes)
Emmanuel Trélat (UPMC)
François-Xavier Vialard (Paris Dauphine)
Stéphane Mischler (Paris Dauphine)
Eric Séré (Paris Dauphine)
Amic Frouvelle (Paris Dauphine)"
"PR","25","","","
ANGLES Bruno
BERTOIN Jean
BOILEAU Michel
CHEN Huayi
GALLAY Thierry
GAYET Damien
GRAVIER Sylvain
LANNEAU Erwan
LESCOP Christine
NIVOCHE Stephanie
PILLET Claude Alain
VASSEROT Eric "
"MCF","26","","","C. Biernacki
E. Birmelé
K. Bleakley
O. Bouaziz
S. Chevret
F. Cloppet
S. Huet
C. Levy-Leduc
B. Michel
J-M. Poggi
M-A. Poursat
A. Sabbagh
"
"PR","26","","","Extérieurs:

1. Jérôme Saracco (Bordeaux)
2. Sophie Dabo-Niang (Lille)
3. Florent Malrieu (Tours)
4. Hermine Biermé (Poitiers)
5. Cécile Durot (Paris Ouest)


Internes:

1. Sandrine Grellier 
2. Didier Chauveau
3. Romain Abraham
4. Nils Berglund"
"PR","26","","","JOURANI Abderrahim
HERRMANN Samuel
FANG Shizan

BONNISSEAU Jean-Marc
THIBAULT Lionel
AUSSEL Didier
HIRIART-URRUTY Jean-Baptiste
LEJAY Antoine"
"PR","26","27","","\N"
"MCF","27","","","\N"
"MCF","25","26","","Locaux A (Nice) :
C. Bernardin
S. Dumitrescu
T. Goudon
L. Rifford (Président)

Locaux B (Nice):
C. Cazanave
M. Lerasle
C. Scheid
D. Vicenzi

Extérieurs A:
V. Baladi (ENS Paris)
D. Hernandez (Paris 7)
E. Faou (Rennes)
F. Rousset (Orsay)

Extérieurs B:
V. Beffara (ENS Lyon)
F. Chapoton (Lyon 1)
M. Doumic (INRIA Rocquencourt)
C. Guillarmou (ENS Paris)
"
"PR","25","","","\N"
"MCF","26","","","C. Biernacki
E. Birmelé
K. Bleakley
O. Bouaziz
S. Chevret
F. Cloppet
S. Huet
C. Levy-Leduc
B. Michel
J-M. Poggi
M-A. Poursat
A. Sabbagh

"
"MCF","26","25","","Banica Valeria (ext. B)
Benzoni Sylvie (int. A)
Borrelli Vincent (int. B)
Brandolese Lorenzo (int. B)
Druet Olivier (int. A, président)
Dupaigne Louis (int. B)
Gentil Ivan (int. A)
Gueritaud François (ext. B)
Herzlich Marc (ext. A)
Ouhabaz El Maati (ext. A)
Sikorav Jean-Claude (ext. A)
Tessera Romain (ext. B)


"
"MCF","26","","","Pierre Alquier
Gérard Biau
Djalil Chafaï
Bénédicte Haas
Eva Löcherbach
Sandrine Péché
Patricia Reynaud-Bouret
Christian Robert
Judith Rousseau
Robin Ryder
François Simenhaus
Marie Théret
"
"PR","25","","","MOSER JAUSLIN Lucy
PARIS Luis
URIBE VARGAS Ricardo
HERRMANN Samuel

BRION Michel
PAOLUZZI Luisa
ARNAUD Marie Claude
PICHON Anne "
"MCF","26","","","Rang A:
Meglena Jeleva, Pr Université Paris 10,
Marc-Olivier Czarnecki, Pr Université Montpellier 2
Olivier Gossner, DR CNRS  PSE Jourdan
Joel Blot, Pr Université Paris 1
Pascal Gourdel, Pr Université Paris 1
Bernard De Meyer, Pr Université Paris 1
Rang B:
Lisa Morhaim, MdC Université Paris 2.
Fabien Gensbittel, MdC Université Toulouse 1.
Jean-Philippe Lefort, MdC Université Paris Dauphine,
Elena del Mercato, MdC Université Paris 1
Emily Tanimura, MdC Université Paris 1
Antoine Mandel, MdC Université Paris 1
"
"MCF","25","","","KELLAY Karim
LACOSTE Eric
ARNAUDON Marc
MATUSINSKI Mickaël
STROUSE Elizabeth
DARNIS Philippe
NIVOCHE Stéphanie
LEBLOND Juliette
RUSS Emmanuel
SYMESAK Frédéric
MONNIAUX Sylvie
ANNE Colette"
"MCF","26","","","Jocelyne Bion-Nadal
Bruno Bouchard
Marc Hoffmann
Ying Jiao
Idris Kharroubi
Vathana Ly Vath
Gabriel Turinici
Guillaume Vigeral"
"MCF","25","","","Kenji Iohara, Bertrand Rémy (président), Nicolas Ressayre, Jean-Yves Welschinger

Philippe Caldero, Frédéric Chapoton, Anne Pichereau (Saint-Étienne), Nermin Salepci

Olivier Biquard (ENS Paris), Vincent Colin (Nantes), Bruno Kahn (CNRS, Jussieu), Ariane Mézard (Paris 6)

Claire Amiot (Genoble), Thomas Dedieu (Toulouse), Mathieu Florence (Jussieu), Julien Maubon (Nancy) "
"MCF","26","","","Blanke Delphine - Bertail Patrice - Boureille Bernard - Clausel Marianne - Cugliari Jairo - Dachian Serguei - Fougères Anne-Laure - Grammont Laurence - Jouneau Frédéric - Marchal Olivier - Mironescu Elisabeth - Viallon Vivian - "
"PR","25","26","","\N"
"MCF","25","","","Rang A:
Lubomir GAVRILOV
Damien GAYET
Vincent GUEDJ
Pascale ROESCH
Alessandra SARTI

Rang B:
Alain BERTHOMIEU (Président)
Corentin BOISSY
Paulo CARILLO-ROUSE
Claire DEBORD
Eveline LEGENDRE

"
"PR","26","","","Albert Cohen (président)
Yvon Maday
Edwige Godlewski
Nicolas Fournier
Francois Golse
Hajer Bahouri
Stéphane Mischler
Didier Bresch"
"MCF","26","","","\N"
"MCF","25","","","
Frédéric Bernicot
Gilles Courtois
Sinnou David
Fanny Kassel
Grégory Miermont
Evelyne Miot
Pascale Roesch
Alessandra Sarti

Christophe Champetier
Philippe Eyssidieux
Stéphane Guillermou
Dietrich Häfner
Michel Mollard
Raphaël Rossignol
Julien Roques
Emmanuel Russ"
"MCF","26","","","Extrait de l'arrêté officiel :

http://www.parisdescartes.fr/content/download/2722/15256/version/8/file/Arretes_des_Comites_de_selection_2014_01_22_15_48_40.pdf

*Membres affectés à l'Université Paris Descartes :
Mme Julie DELON, Professeur
Mme Catherine CHAUSSAIN, PUPH
Mme Therese COLLINS, Maitre de Conférences
M. Bruno GALERNE, Maitre de Conférences
M. Nicolas LOMENIE, Maitre de Conférences

*Membres extérieurs :
Président : Mme Agnès DESOLNEUX, Directeur de Recherche
M. Xavier DESCOMBES, Directeur de Recherche
M. Charles KERVRANN, Directeur de Recherche
M. Sébastien LI-THIAO-TÉ, Maitre de Conférences
Mme Cécile LOUCHET, Maitre de Conférences
M. Francois MALGOUYRES, Professeur
M. Gabriel PEYRÉ, Chargé de Recherche"
"MCF","26","","","Lorenzo Zambotti (président)
Amaury Lambert
Mathieu Rosenbaum
Eva Löcherbach
Florence Merlevède
Sandrine Péché
Béatrice de Tilière
Agathe Guilloux
Olivier Zindy
Manon Defosseux
Mathieu Merle
Fabien Panloup"
"MCF","25","26","","\N"
"MCF","26","","","  Catherine Choquet (présidente)
  Radu Ignat 
  Laetitia Paoli 
  Virginie Bonaillie-Noël
  Vincent Millot 
  Violaine Roussier-Michon
  Guillaume James
  Edouard Oudet
  Hervé Pajot 
  Clément Jourdana
  Quentin Mérigot
  Faouzi Triki"
"PR","26","","","membres locaux :

Aujol 	Jean-François
Bachelot	Alain
Dimassi	Mouez
Paicu	 Marius-Gheorge
Vignole	Gérard

membres extérieurs :

Lannes	David (Président)
Le Rousseau	Jérôme
Méhats	Florian
Rousset	Frédéric
Saint-Raymond	Laure
Haragus	Mariana
Mieussens	 Luc"
"MCF","26","27","","Albert Cohen (UPMC, Président)
Mireille Bossy
Gilles Pages
Bertrand Michel
Victorita Dolean
Pierre Barbillon
Mikaela Keller
Jean-Claude Bajard
Stephane Graillat
Cecile Germain
Ludovic Denoyer
Albert Cohen (INRIA)"
"PR","27","","","Membres internes (INSA Centre Val de Loire)

Pascal Berthomé (Président)
Romuald Boné
Christian Toinard

Membres externes

Christophe Cérin (PR, Univ. Paris XIII)
Jérôme Durand-Lose (PR, Univ. Orléans)
Fabrice Bouquet (PR, Univ franche-Comté)
Chritian Perez (DR INRIA, INRIA Rhône-Alpes)
Marie-Laure Potet (PR, ENSIMAG)
"
"MCF","27","","","Frederic Havet,
Bruno Martin,
Michel Rueher,
Patrice Boizumault,
Francois Fages,
Christophe Lecoutre,
Elisabetta De Maria,
Arnaud Malapert,
Joanna Moulierac,
Hadrien Cambazard,
Christophe Jermann,
Bertrand Le Cun."
"PR","26","","","\N"
"MCF","26","","","Membres Locaux:

A. Bendali
Sylvain Ervedoza
Patrick Laborde
Raphael Loubère
Pascal Noble (Président)
Aude Rondepierre
David Sanchez
Jean-Paul Vila

Membres Extérieurs

Didier Bresch
Frederique Charles
Julien Diaz
Thierry Gallouet
David Lannes
Jérôme Le Rousseau
Magali Ribot
Julie Valein
"
"MCF","26","","","Composition du comité : Memebres externes - collège A :
Delphine Blanke (Université Technologique d&#039;Avignon)
Cristina Butucea (Université Paris-Est Marne-la-Vallée)
Lioudmilla Vostrikova (Universite d&#039;Angers)
Anne Philippe (Université de Nantes)

Membres externes - collège B :
Jean-Patrick Baudry (Université Pierre et Marie Curie Paris 6)
Cécile Hardouin (Université Paris Ouest)
Estelle Kuhn (INRA Jouy-en-Josas)
Tristan Mart-Huard (AgroParisTech)

Membres internes - collège A :
Pierre Calka (Université de Rouen)
Léo Glangetas (Université de Rouen, Président)
Serge Pergamenchtchikov (Université de Rouen)

Membres internes - collège B:
Vlad Barbu (Université de Rouen)
Jean-Baptiste Bardet (Université de Rouen)
Nicolas Vergne (Université de Rouen) "
"MCF","26","","","Collège A - membres internes :
Patricia GAITAN (CPT, UMR 7332) (Présidente du comité)
Véronique GAYRARD (I2M, UMR 7373)
Assia BENABDALLAH (I2M, UMR 7373)

Collège A - membres externes :
Arnaud LE NY (LAMA à l&#039;UPEC, UMR 8050)
Mourad CHOULLI (Metz, UMR 7122)
Hasnaa ZIDANI (ENSTA Paris)

Collège B - membres internes :
Yavar KIAN (CPT, UMR 7332)
Laurence REBOUL (I2M, UMR 7373)
Maxime HAURAY (I2M, UMR 7373)

Collège B - membres externes :
Lucie BAUDOUIN (LAAS, UPR 8001)
Laurent MICHEL (Nice, UMR 6621)
Frédéric CEROU (Rennes, UMR 6625)
"
"MCF","27","","","Guillaume Urvoy-Keller
Enrico Formenti
Jean-Paul Comet
Pascale Le Gall
Julien Cervelle
Emmanuel Jeandel
Fabrice Huet
Adrien Richard
Sandrine Julia
Morgan Magnin
Gaetan Richard
Patrick Amar"
"PR","26","","","Gilles Pagès (président)
Thomas Duquesne
Irina Kourkova
Eva Löcherbach
Florence Merlevède
Sandrine Péché
Benoît Perthame
Denis Talay"
"MCF","27","","","\N"
"PR","25","26","","\N"
"MCF","26","","","M. BORDENAVE Charles ( Membre Interne ) 
Mme CASTELL Fabienne ( Membre Externe ) 
Mme COUTIN Laure ( Membre Interne )
M. GARIVIER Aurelien ( Membre Interne ) 
Mme GASSIAT Elisabeth ( Membre Externe ) 
M. KLEIN Thierry ( Membre Interne )
M. LERASLE Matthieu ( Membre Externe )
Mme MAUGIS-RABUSSEAU Cathy ( Membre Interne )
M. MICLO Laurent ( Président )
M. STOLTZ Gilles ( Membre Externe )
Mme THÉRET Marie ( Membre Externe )
M. WINTENBERGER Olivier ( Membre Externe )"
"MCF","26","","","Zied Ammari
Denise Aregba
Alain Bachelot
Vincent Bruneau
Mathieu Colin
Mouez Dimassi
Christian Gérard
Frédéric Hérau
Rafik Imekraz
Alain Joye
David Lannes
Françoise Truc


"
"PR","26","28","31","\N"
"PR","27","","","Membres locaux
* Patrick Cegielski
* Julien Cervelle
* Gaétan Hains
* Régine Laleau
* Olivier Michel
* Lynda Mokdad

Membres extérieurs
* Eugène Asarin
* Béatrice Bérard
* Hubert Comon
* Catherine Dubois
* Enrico Formenti
* Nicolas Ollinger
"
"MCF","25","26","","\N"
"MCF","25","26","","\N"
"PR","25","26","","Amine Asselah
Hajer Bahouri
Cyril Imbert (président)
Stéphane Sabourau



Membres extérieurs:

Nalini Anantharaman (Paris 11)
Gilles Carron (Nantes)
Romain Dujardin (Marne-la-Vallée)
Laure Saint-Raymond (ENS et Paris 6)
Lorenzo Zambotti (Paris 6)"
"PR","26","","","F. Toninelli (president)
C. Sabot
E. Mironescu
B. Remy
I. Gentil
N. Enriquez
T. Bodineau
G. Giacomin
L. Zambotti
D. Bakry
F. Castell"
"PR","25","","","Extérieurs:                
G. Courtois              
P. Eyssidieux            
C. Lescop                 
P. Pansu                  
J.F. Quint                 
J.Y. Welschinger

Intérieurs:
D. Bakry
J.F. Barraud
D.C. Cisinski
P. Haissinsky (président)
S. Lamy
J.P. Otal "
"MCF","25","","","Membres extérieurs :

Olivier Dudas (Université Paris VII),
Caroline Gruson (Université de Lorraine Nancy)
Pascale Harinck (Ecole Polytechnique)
Cédric Lecouvey (Université de Tours)
Salah Mehdi (Université de Lorraine Metz)
Sophie Morier-Genoud (Université Paris VI)


Membres internes : 

Odile Fleury-Barka
Nicolas Jacon (président du comité)
Andréa Mantile
Emmanuel Pedon
Michael Pevzner
Stéphanie Salmon


"
"MCF","26","","","Sylvie Benzoni-Gavage
Lorenzo Brasco
David Chiron
Sorin Ciuperca
Francis Filbet
Mariana Haragus
Thomas Lepoutre
Simon Masnou
Evelyne Miot
Didier Smets
Nikolay Tzvetkov
Julien Vovelle

"
"PR","25","","","Boyer Pascal (Univ. Paris 13: Président)
Delort Jean-Marc (Univ. Paris 13)
De Thelin Henri (Univ. Paris 13)
Franjou Vincent (Univ. de Nantes)
Klingler Bruno (Univ. Paris 7)
Perelman Galina (Univ. Paris Est Créteil)
Rugh Hans Henrik (Univ. Paris 11)
Schwartz Lionel (Univ. Paris 13)"
"MCF","26","","","Yves Achdou (PR Paris 7)
Xavier Blanc (PR Paris 7)
Olivier Bokanowski (MCF Paris 7)
Virginie Bonnaillie (CR ENS Rennes)
Muriel Boulakia (MCF Paris 6)
Edwige Godlewski (PR Paris 6)
Andreea Grigoriu (MCF Paris 7)
François Jouve (PR Paris 7, président)
Matthieu Léautaud (MCF Paris 7)
Benoit Perthame (PR Paris 6)
Gabriel Peyré (CR Dauphine)
Annie Raoult (PR Paris 5)"
"PR","27","","","Membres de l&#039;ECM :
- François Brucker, PR, ECM
- Carole Deumié, PR, ECM
- Jacques Liandrat, PR, ECM
- Christophe Pouet, PR, ECM

Membres externes à l&#039;ECM :
- Florence d&#039;Alché-Buc, PR, Université dEvry-Val-dEssonne
- Rémi Gilleron, PR, Université Lille 3
- Liva Ralaivola, PR, Aix-Marseille Université
- Jean-Marc Talbot, PR, Aix-Marseille Université, président du comité"
"MCF","26","","","Composition du comité : 
Membres externes - collège A :
Romuald Elie (Université Paris Dauphine)
Cyril Imbert (CNRS, Université Paris-Est, Président)
Hasnaa Zidani (ENSTA Paris)

Membres externes - collège B :
Imen Ben Tahar (Université Paris Dauphine)
Julia Charrier (Université Aix-Marseille)
David Manceau (Université du Havre)

Membres internes - collège A :
Nicolas Forcadel (INSA Rouen)
Christian Gout (INSA Rouen, Vice-Président)
Bruno Portier (INSA Rouen)

Membres internes - collège B:
Natalie Fortier (INSA Rouen)
Sonia Fourati (INSA Rouen)
Arnaud Knippel (INSA Rouen) "
"PR","26","","","BRUNEAU Charles-Henri
CHAINAIS Claire
COLIN Thierry
COTTET Georges-Henri
COUDIÈRE Yves
FABRIE Pierre
FREY Pascal
HELLUY Philippe
IOLLO Angelo
MASSON Roland
MIEUSSENS Luc (Président)
SONNENDRÜCKER Éric


"
"MCF","25","","","Alexander Bufetov (DR Marseille)
Julie Déserti (MCF Paris 7)
Adrien Dubouloz (CR Dijon)
Nicolas Dutertre (MCF Marseille)
Julien Duval (PR Orsay)
Ana Garcia Lecuona (MCF Marseille)
Carlo Gasbarri (PR Strasbourg)
Julien Grivaux (CR Marseille)
Eveline Legendre (MCF Toulouse)
Anne Pichon (PR Marseille)
Erwan Rousseau (PR Marseille, Président)
Bertrand Toën (DR Montpellier)


"
"PR","26","","","
Daniele DI PIETRO, PR UM2, Président
Rémi CARLES, DR CNRS UM2
Marc HERZLICH, PR UM2
Gérard MICHAILLE, PR Univ. Nimes

Didier BRESCH, DR CNRS, Chambery
Isabelle GALLAGHER, PR Paris 7
Cyril IMBERT, DR CNRS, Paris 12
Elisabeth LOGAK, PR Cergy
Mihai MARIS, PR Toulouse 3
Jérémie SZEFTEL, DR CNRS, Paris 6"
"PR","26","","","\N"
"MCF","26","","","\N"
"MCF","25","","","Kenji Iohara, Bertrand Rémy (président), Nicolas Ressayre, Jean-Yves Welschinger

Philippe Caldero, Frédéric Chapoton, Anne Pichereau (Saint-Étienne), Nermin Salepci

Olivier Biquard (ENS Paris), Vincent Colin (Nantes), Bruno Kahn (CNRS, Jussieu), Ariane Mézard (Paris 6)

Claire Amiot (Genoble), Thomas Dedieu (Toulouse), Mathieu Florence (Jussieu), Julien Maubon (Nancy) "
"MCF","26","","","Internes :

Bourdarias Christian. (PR, Université de Savoie)
Lachaud Jacques-Olivier. (PR, Université de Savoie)
Ple Olivier (PR, Université de Savoie)

Giboz Julien. (MCF, Université de Savoie)
Houzet Gregory. (MCF, Université de Savoie)
Labart Céline (MCF, Université de Savoie)

Externes :

Gobet Emmanuel. (PR, Ecole Polytechnique)
Grenier Emmanuel. (PR, ENS Lyon)
Oudet Edouard (PR, Université Fourier)

Calvez Vincent. (MCF, ENS Lyon)
Privat Yannick. (MCF, Université Paris 6)
Rapetti Francesca (MCF, Université de Nice Sophia Antipolis)"
"PR","26","","","Mme BERGOUNIOUX Maitine 
M. BESSE Christophe ( Président )
M. BOYER Franck
Mme HARAGUS Mariana 
M. HILD Patrick
M. HIRIART-URRUTY Jean-baptiste
Mme LAFITTE-GODILLON Pauline
M. LAURENCOT Philippe
M. LOMBARDI Eric 
M. RAMDANI Karim
M. ROQUEJOFFRE Jean-michel 
M. SMETS Didier"
"MCF","25","26","","\N"
"PR","26","","","Arnaud Debussche
David Gérard-Varet
Juliette Leblond
Bertrand Maury

Claire Chainais
Emmanuel Creusé
Sahbi Keraani
Mylène Maida"
"MCF","26","","","****"
"MCF","26","70","","Dominique Tournès
Frédéric Tupin
Patrice Pongérard
Jean Simon
Yves Martin
Liliane Pelletier
Alain Kuzniak
Bernard Sarrazy
Philippe Chaussecourte
Christophe Hache
Fabrice Vandebrouck
Denise Grenier"
"MCF","27","","","\N"
"MCF","25","","","ARMANA Cécile
BAYAD Abdelmejid
CARO Daniel
CHAROLLOIS Pierre
DARTYGE Cécile
DOMBRY Clément (président)
KLEIN Pauline
MAIRE Christian
MAKHTAR-KHARROUBI Mustapha
NOOT Rutger
OUKHABA Hassan
ROYER Emmanuel "
"PR","26","","","
Jean-Michel Marin, PR UM2 I3M, Président 	
Fabien Campillo, DR INRIA, MISTEA
Christian Lavergne, PR UM3 I3M
François Rousset, DR CNRS, ISEM
	
Djalil Chafai, PR Paris Dauphine
Gersende Fort, DR CNRS, Telecom ParisTech
Arnaud Guillin, PR Clermont-Ferrand
Judith Rousseau, PR ENSAE"
"PR","25","","","Jean-Christophe Breton
San Vu-Ngoc
Florian Méhats
Christophe Cheverry
Wei-Min Wang
Patrick Gérard
Galina Perelman
Sylvie Benzoni-Gavage"
"MCF","27","","","Membres externes :
Gilles Bernot (PR, Univ. Nice - Sophia Antipolis, I3S)
Céline Kuttler (MC, Univ. Lille 1, LIFL)
Natacha Portier (MC, ÉNS-Lyon, LIP) 
Damien Regnault (MC, Univ. Évry - Val d&#039;Essonne, IBISC)
Nicolas Schabanel (DR, CNRS, LIAFA) -- Pdt du Comité
Sophie Tison (PR, Unv. Lille 1, LIFL)

Membres internes :
Denis Lugiez (PR, Univ. Aix-Marseille, LIF)
Séverine Fratani (MC, Univ. Aix-Marseille, LIF)
Arnaud Labourel (MC, Univ. Aix-Marseille, LIF)
Élisabeth Remy (CR, CNRS, I2M)
Sylvain Sené (PR, Univ. Aix-Marseille, LIF)
Yann Vaxès (PR, Univ. Aix-Marseille, LIF)
"
"PR","25","26","","\N"
